"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2017-10-1","61.37","56.73","61.41","55.06","6.55M","6.66%"
"2017-9-1","57.54","52.84","59.49","51.99","5.05M","9.85%"
"2017-8-1","52.38","52.70","53.64","50.00","6.33M","-0.51%"
"2017-7-1","52.65","48.95","52.92","46.11","5.44M","9.87%"
"2017-6-1","47.92","51.17","51.45","44.35","6.85M","-4.75%"
"2017-5-1","50.31","51.88","54.67","46.64","7.34M","-2.75%"
"2017-4-1","51.73","53.62","56.65","50.45","5.47M","-2.08%"
"2017-3-1","52.83","56.45","57.05","49.71","6.24M","-4.96%"
"2017-2-1","55.59","55.55","57.45","54.44","5.08M","-0.20%"
"2017-1-1","55.70","57.05","58.37","53.58","5.55M","-1.97%"
"2016-12-1","56.82","51.72","57.89","51.51","5.16M","12.58%"
"2016-11-1","50.47","48.72","50.49","43.57","6.24M","4.49%"
"2016-10-1","48.30","50.02","53.73","47.98","5.41M","-1.55%"
"2016-9-1","49.06","46.98","50.14","45.09","5.44M","4.29%"
"2016-8-1","47.04","43.11","51.22","41.51","5.62M","10.79%"
"2016-7-1","42.46","49.90","50.75","41.80","4.89M","-14.53%"
"2016-6-1","49.68","49.65","52.86","46.69","5.06M","-0.02%"
"2016-5-1","49.69","47.37","50.51","43.33","5.50M","3.24%"
"2016-4-1","48.13","40.14","48.50","37.27","5.67M","21.54%"
"2016-3-1","39.60","36.60","42.54","35.95","5.29M","10.09%"
"2016-2-1","35.97","35.85","37.00","29.92","6.11M","3.54%"
"2016-1-1","34.74","37.85","38.99","27.10","5.13M","-6.81%"
"2015-12-1","37.28","44.62","45.18","35.98","4.34M","-16.43%"
"2015-11-1","44.61","49.50","50.91","43.15","4.64M","-9.99%"
"2015-10-1","49.56","48.40","54.05","46.41","4.60M","2.46%"
"2015-9-1","48.37","52.92","53.47","45.98","4.49M","-10.67%"
"2015-8-1","54.15","51.55","54.32","42.23","5.04M","3.72%"
"2015-7-1","52.21","63.02","63.35","51.63","4.72M","-17.90%"
"2015-6-1","63.59","65.59","66.36","60.94","4.82M","-3.00%"
"2015-5-1","65.56","66.78","69.63","61.24","4.28M","-1.83%"
"2015-4-1","66.78","55.18","66.93","54.00","4.36M","21.18%"
"2015-3-1","55.11","62.50","62.50","52.50","4.58M","-11.94%"
"2015-2-1","62.58","52.68","63.00","51.41","5.13M","18.10%"
"2015-1-1","52.99","58.02","58.54","45.19","5.06M","-7.57%"
"2014-12-1","57.33","70.15","73.03","55.81","4.14M","-18.28%"
"2014-11-1","70.15","85.85","86.40","69.78","4.42M","-18.30%"
"2014-10-1","85.86","94.77","96.23","82.60","4.87M","-9.31%"
"2014-9-1","94.67","102.95","103.30","94.24","3.92M","-8.26%"
"2014-8-1","103.19","105.60","106.85","101.07","3.40M","-2.67%"
"2014-7-1","106.02","112.50","112.83","104.39","4.16M","-5.64%"
"2014-6-1","112.36","109.70","115.71","107.77","3.92M","2.70%"
"2014-5-1","109.41","108.08","111.04","106.85","3.57M","1.24%"
"2014-4-1","108.07","107.66","110.65","103.95","3.72M","0.29%"
"2014-3-1","107.76","109.44","112.39","105.41","3.53M","-1.20%"
"2014-2-1","109.07","106.40","110.82","105.40","3.28M","2.51%"
"2014-1-1","106.40","111.00","111.35","105.44","3.92M","-3.97%"
"2013-12-1","110.80","109.60","113.02","107.80","3.10M","1.01%"
"2013-11-1","109.69","109.05","111.66","102.98","4.18M","0.78%"
"2013-10-1","108.84","108.38","112.00","106.27","4.40M","0.43%"
"2013-9-1","108.37","114.00","116.56","107.22","3.54M","-4.95%"
"2013-8-1","114.01","107.81","117.34","105.85","4.05M","5.86%"
"2013-7-1","107.70","101.90","109.72","101.63","4.01M","5.42%"
"2013-6-1","102.16","100.15","106.67","99.66","3.89M","1.76%"
"2013-5-1","100.39","101.82","105.94","98.76","4.31M","-1.93%"
"2013-4-1","102.37","110.15","111.79","96.75","4.68M","-6.95%"
"2013-3-1","110.02","110.90","112.23","106.80","3.71M","-0.36%"
"2013-2-1","110.42","114.90","118.27","109.91","2.51M","-3.60%"
"2013-1-1","114.54","110.10","114.74","108.70","3.23M","4.23%"
"2012-12-1","109.89","110.18","111.35","105.80","2.11M","-0.33%"
"2012-11-1","110.25","107.42","111.38","104.09","2.78M","2.50%"
"2012-10-1","107.56","111.39","114.95","105.93","3.38M","-3.60%"
"2012-9-1","111.58","114.07","117.37","106.49","3.06M","-2.17%"
"2012-8-1","114.05","103.70","115.75","102.97","2.83M","9.83%"
"2012-7-1","103.84","97.83","107.40","95.35","3.01M","6.09%"
"2012-6-1","97.88","101.31","101.95","88.91","3.19M","-3.50%"
"2012-5-1","101.43","119.15","119.70","100.90","3.04M","-15.10%"
"2012-4-1","119.47","122.94","125.97","116.70","3.80M","-2.78%"
"2012-3-1","122.88","123.00","128.40","120.97","3.79M","0.18%"
"2012-2-1","122.66","111.30","125.55","111.02","3.83M","10.52%"
"2012-1-1","110.98","108.35","115.12","108.35","3.76M","3.35%"
"2011-12-1","107.38","110.75","111.62","102.37","2.68M","-2.84%"
"2011-11-1","110.52","109.09","116.48","105.65","4.26M","0.88%"
"2011-10-1","109.56","102.00","114.80","99.11","4.03M","6.62%"
"2011-9-1","102.76","114.85","116.60","101.66","4.08M","-10.53%"
"2011-8-1","114.85","117.00","120.40","98.74","4.95M","-1.62%"
"2011-7-1","116.74","111.80","119.87","109.50","3.29M","3.79%"
"2011-6-1","112.48","117.07","121.47","102.28","4.72M","-3.64%"
"2011-5-1","116.73","126.10","126.54","105.15","4.61M","-7.28%"
"2011-4-1","125.89","117.61","127.02","116.75","3.08M","7.27%"
"2011-3-1","117.36","111.90","118.50","107.35","3.76M","4.97%"
"2011-2-1","111.80","101.01","119.79","97.51","3.68M","10.68%"
"2011-1-1","101.01","94.75","101.73","92.37","3.58M","6.61%"
