Date,BTC Open,BTC High,BTC Low,BTC Close,BTC Volume,ETH Price,XRP Price,LTC Price,Oil price,Gold Price,DJI Price
2016/12/9,769.94397,774.528015,769.648987,772.794006,68705296,8.44601,0.007134,3.830794035,51.50 ,1161.90 ,19756.85 
2016/12/10,773.02301,777.09198,772.909973,774.650024,53843100,8.12516,0.006821,3.844644545,51.94 ,1163.20 ,19770.04 
2016/12/11,774.752014,774.797974,765.411987,769.731018,57313400,8.19362,0.006743,3.826712917,52.39 ,1164.50 ,19783.24 
2016/12/12,770.039978,781.921997,770.039978,780.086975,76571000,8.52221,0.006779,3.840661685,52.83 ,1165.80 ,19796.43 
2016/12/13,780.646973,788.460022,777.961975,780.55603,81645600,8.42285,0.006709,3.809973575,52.98 ,1159.00 ,19911.21 
2016/12/14,780.005005,782.033997,776.838989,781.481018,75979000,8.26523,0.006705,3.676060936,51.04 ,1163.70 ,19792.53 
2016/12/15,780.070007,781.434998,777.802002,778.088013,81580096,7.82847,0.006658,3.694052108,50.90 ,1129.80 ,19852.24 
2016/12/16,778.963013,785.031982,778.963013,784.906982,83608200,7.85821,0.006709,3.704194242,51.90 ,1137.40 ,19843.41 
2016/12/17,785.166016,792.508972,784.864014,790.828979,78989800,7.87659,0.006536,3.785299418,51.97 ,1139.17 ,19856.63 
2016/12/18,791.007996,794.737,788.026001,790.530029,60524400,7.86532,0.006575,3.761792331,52.05 ,1140.93 ,19869.84 
2016/12/19,790.692017,793.611023,790.320007,792.713989,74886400,7.64382,0.006543,3.735224981,52.12 ,1142.70 ,19883.06 
2016/12/20,792.247009,801.336975,791.497009,800.875977,99629296,7.66004,0.006495,3.750714853,52.23 ,1133.60 ,19974.62 
2016/12/21,800.643982,834.281006,799.405029,834.281006,155576000,7.9144,0.006439,3.776845791,52.49 ,1133.20 ,19941.96 
2016/12/22,834.179993,875.781982,834.148987,864.539978,200027008,7.585,0.006371,3.680642423,52.95 ,1130.70 ,19918.88 
2016/12/23,864.888,925.117004,864.677002,921.984009,275564000,7.16615,0.006281,4.255776923,53.02 ,1133.60 ,19933.81 
2016/12/24,922.179993,923.479004,886.335022,898.822021,137727008,7.26577,0.006342,4.433812622,53.08 ,1134.90 ,19936.62 
2016/12/25,899.651978,899.651978,862.424011,896.182983,143664992,7.17508,0.006444,4.288032128,53.13 ,1136.20 ,19939.43 
2016/12/26,896.905029,913.184021,896.89801,907.609985,123771000,7.27409,0.006329,4.240126644,53.19 ,1137.50 ,19942.23 
2016/12/27,908.354004,940.047974,904.255005,933.197998,167308000,7.17082,0.006189,4.334959484,53.90 ,1138.80 ,19945.04 
2016/12/28,934.830994,975.921021,934.830994,975.921021,236630000,7.52011,0.006184,4.519902961,54.06 ,1140.90 ,19833.68 
2016/12/29,975.125,979.396973,954.502991,973.497009,199320000,8.28416,0.006336,4.528668868,53.77 ,1158.10 ,19819.78 
2016/12/30,972.534973,972.534973,934.833008,961.237976,187474000,8.15998,0.006432,4.376744281,53.72 ,1151.70 ,19762.60 
2016/12/31,960.627014,963.742981,947.236023,963.742981,99135104,7.9691,0.006487,4.360699923,53.82 ,1154.28 ,19792.39 
2017/1/1,963.65802,1003.080017,958.698975,998.325012,147775008,8.17257,0.006376,4.50313867,53.93 ,1156.85 ,19822.18 
2017/1/2,998.617004,1031.390015,996.702026,1021.75,222184992,8.37851,0.006309,4.580076939,54.03 ,1159.43 ,19851.97 
2017/1/3,1021.599976,1044.079956,1021.599976,1043.839966,185168000,9.72525,0.006385,4.590288311,52.33 ,1162.00 ,19881.76 
2017/1/4,1044.400024,1159.420044,1044.400024,1154.72998,344945984,11.2516,0.006566,4.517413883,53.26 ,1165.30 ,19942.16 
2017/1/5,1156.72998,1191.099976,910.416992,1013.380005,510199008,10.2544,0.006194,4.217183361,53.76 ,1181.30 ,19899.29 
2017/1/6,1014.23999,1046.810059,883.94397,902.200989,351876000,10.2547,0.00633,3.859345224,53.99 ,1173.40 ,19963.80 
2017/1/7,903.487,908.585022,823.55603,908.585022,279550016,9.86719,0.006361,3.949423628,53.31 ,1177.23 ,19938.33 
2017/1/8,908.174988,942.723999,887.249023,911.198975,158715008,10.2898,0.006242,3.993548631,52.64 ,1181.07 ,19912.85 
2017/1/9,913.244019,913.685974,879.807007,902.828003,141876992,10.3256,0.006165,4.308020554,51.96 ,1184.90 ,19887.38 
2017/1/10,902.440002,914.872986,901.059998,907.679016,115808000,10.5496,0.006713,4.576078544,50.82 ,1185.50 ,19855.53 
2017/1/11,908.11499,919.447998,762.765015,777.757019,310928992,9.71776,0.006454,3.909549467,52.25 ,1196.60 ,19954.28 
2017/1/12,775.177979,826.245972,755.755981,804.833984,222326000,9.86133,0.006488,3.988931652,53.01 ,1199.80 ,19891.00 
2017/1/13,803.737,829.000977,780.002991,823.984009,168968000,9.7695,0.006616,3.917086278,52.37 ,1196.20 ,19885.73 
2017/1/14,825.142029,835.085022,812.455994,818.411987,93063296,9.64666,0.006845,3.964493765,52.41 ,1201.77 ,19870.99 
2017/1/15,818.142029,823.307007,812.870972,821.797974,71013600,9.90426,0.006791,3.906856005,52.45 ,1207.33 ,19856.25 
2017/1/16,821.78302,834.530029,820.270996,831.533997,82755200,9.6365,0.00677,3.866965677,52.52 ,1212.90 ,19841.51 
2017/1/17,830.945984,910.560974,830.796021,907.937988,155095008,10.3023,0.006764,3.919267851,52.48 ,1214.30 ,19826.77 
2017/1/18,909.372986,917.499023,858.304016,886.617981,225676992,10.2278,0.006763,3.859539886,51.08 ,1212.10 ,19804.72 
2017/1/19,888.335022,904.614014,884.338013,899.072998,105625000,10.3972,0.007022,3.855979489,51.37 ,1201.50 ,19732.40 
2017/1/20,898.171997,899.39801,887.007996,895.026001,86728400,10.6006,0.006689,3.882579936,52.42 ,1204.90 ,19827.25 
2017/1/21,895.549011,927.367004,895.534973,921.789001,111158000,10.9092,0.006708,3.889588244,52.53 ,1208.47 ,19818.12 
2017/1/22,922.205017,937.525024,897.564026,924.672974,116573000,10.7032,0.006706,3.831383383,52.64 ,1212.03 ,19808.98 
2017/1/23,925.499023,928.265991,916.737976,921.012024,73588600,10.8208,0.006696,3.825842081,52.75 ,1215.60 ,19799.85 
2017/1/24,910.677002,924.14502,892.286011,892.687012,111349000,10.6325,0.006565,3.733508585,53.18 ,1210.80 ,19912.71 
2017/1/25,891.924011,903.252014,891.687012,901.541992,120831000,10.5705,0.006519,3.76433294,52.75 ,1197.80 ,20068.51 
2017/1/26,902.39502,919.325989,902.223999,917.585999,131958000,10.5891,0.006674,3.80723952,53.78 ,1189.80 ,20100.91 
2017/1/27,918.359009,923.223022,915.846008,919.75,125594000,10.5373,0.0064,3.847244697,53.17 ,1191.10 ,20093.78 
2017/1/28,919.810974,923.911011,919.810974,921.590027,68979600,10.565,0.006349,3.835598589,52.99 ,1192.73 ,20052.90 
2017/1/29,922.067017,923.41803,919.14801,919.495972,60851700,10.484,0.006398,3.820802222,52.81 ,1194.37 ,20012.01 
2017/1/30,920.151001,923.047974,919.473999,920.382019,78227296,10.5712,0.006372,4.015240222,52.63 ,1196.00 ,19971.13 
2017/1/31,920.958984,972.018982,920.958984,970.403015,164582000,10.7275,0.006336,4.053092911,52.81 ,1211.40 ,19864.09 
2017/2/1,970.940979,989.114014,970.742004,989.02301,150110000,10.7321,0.006492,4.058349342,53.88 ,1208.30 ,19890.94 
2017/2/2,990.000977,1013.52002,983.221008,1011.799988,145820992,10.8214,0.006467,4.064260632,53.54 ,1219.40 ,19884.91 
2017/2/3,1011.460022,1033.869995,1008.789978,1029.910034,201278000,11.1145,0.006501,4.009327246,53.83 ,1220.80 ,20071.46 
2017/2/4,1031.329956,1045.900024,1015.159973,1042.900024,155064000,11.4335,0.00648,3.99494478,53.56 ,1224.57 ,20065.11 
2017/2/5,1043.52002,1043.630005,1022.369995,1027.339966,114208000,11.353,0.006447,3.955997612,53.28 ,1228.33 ,20058.77 
2017/2/6,1028.400024,1044.640015,1028.160034,1038.150024,111762000,11.3894,0.006445,3.957492115,53.01 ,1232.10 ,20052.42 
2017/2/7,1040.140015,1061.930054,1040.140015,1061.349976,146007008,11.5153,0.006477,3.994632561,52.17 ,1236.10 ,20090.29 
2017/2/8,1062.319946,1078.969971,1037.48999,1063.069946,201855008,11.4312,0.006428,3.952612357,52.34 ,1239.50 ,20054.34 
2017/2/9,1064.699951,1088.98999,953.343994,994.382996,407220000,11.0322,0.006301,3.763917744,53.00 ,1236.80 ,20172.40 
2017/2/10,995.632019,998.905029,946.690979,988.674011,190452000,11.2789,0.006298,3.835699008,53.86 ,1235.90 ,20269.37 
2017/2/11,988.89801,1009.289978,982.830017,1004.450012,102261000,11.3495,0.006345,3.8503214,53.55 ,1232.53 ,20316.97 
2017/2/12,1003.52002,1004.76001,996.921021,999.18103,67530000,11.3992,0.006279,3.799008342,53.24 ,1229.17 ,20364.56 
2017/2/13,998.88501,1002.099976,976.002014,990.642029,100607000,11.2695,0.006243,3.815184693,52.93 ,1225.80 ,20412.16 
2017/2/14,991.734985,1011.51001,986.471008,1004.549988,137946000,13.0252,0.006281,3.823719585,53.20 ,1225.40 ,20504.41 
2017/2/15,1006.210022,1008.840027,1001.580017,1007.47998,89759400,12.9197,0.006102,3.861838553,53.11 ,1233.10 ,20611.86 
2017/2/16,1007.650024,1033.369995,1007.650024,1027.439941,122277000,12.9037,0.006043,3.90723941,53.36 ,1241.60 ,20619.77 
2017/2/17,1026.119995,1053.170044,1025.640015,1046.209961,136474000,12.6765,0.005902,3.887032057,53.40 ,1239.10 ,20624.05 
2017/2/18,1049.209961,1061.099976,1046.959961,1054.420044,99073504,12.8102,0.005565,3.82443507,53.60 ,1239.03 ,20653.79 
2017/2/19,1054.76001,1056.810059,1043.459961,1047.869995,77423296,12.7585,0.005874,3.807478138,53.79 ,1238.97 ,20683.53 
2017/2/20,1048.689941,1080.48999,1041.689941,1079.97998,109478000,12.4301,0.005777,3.835800844,53.97 ,1238.90 ,20713.26 
2017/2/21,1079.280029,1117.25,1076.930054,1115.300049,186868992,12.6684,0.005777,3.878016282,54.06 ,1238.90 ,20743.00 
2017/2/22,1114.800049,1125.390015,1100.550049,1117.439941,136100000,12.5997,0.005777,3.905872837,53.59 ,1233.30 ,20775.60 
2017/2/23,1117.27002,1176.619995,1116.959961,1166.719971,189454000,13.1194,0.005777,3.948915639,54.45 ,1251.40 ,20810.32 
2017/2/24,1172.709961,1200.390015,1131.959961,1173.680054,330759008,13.0692,0.005701,3.94498645,53.99 ,1258.30 ,20821.76 
2017/2/25,1170.410034,1174.849976,1124.589966,1143.839966,139960992,13.5487,0.005664,3.896115161,54.01 ,1258.47 ,20826.99 
2017/2/26,1144.27002,1167.469971,1130.199951,1165.199951,116486000,14.52,0.00567,3.925581527,54.03 ,1258.63 ,20832.21 
2017/2/27,1163.780029,1181.97998,1163.380005,1179.969971,131570000,15.3965,0.005613,3.905889025,54.05 ,1258.80 ,20837.44 
2017/2/28,1180.719971,1193.25,1171.819946,1179.969971,184956000,15.8172,0.005541,3.88086053,54.01 ,1253.90 ,20812.24 
2017/3/1,1180.040039,1222.5,1179.689941,1222.5,229056992,17.349701,0.005376,3.929510541,53.83 ,1250.00 ,21115.55 
2017/3/2,1224.680054,1262.130005,1215.619995,1251.01001,368275008,19.030199,0.006027,4.03481153,52.61 ,1232.90 ,21002.97 
2017/3/3,1250.709961,1280.310059,1250.709961,1274.98999,315739008,19.459,0.006311,4.073324773,53.33 ,1226.50 ,21005.71 
2017/3/4,1277.430054,1279.400024,1230.51001,1255.150024,183270000,18.6189,0.006326,4.016235372,53.29 ,1226.17 ,20988.59 
2017/3/5,1254.290039,1267.290039,1238.060059,1267.119995,134127000,19.302299,0.006254,4.000983255,53.24 ,1225.83 ,20971.46 
2017/3/6,1267.469971,1276,1264.599976,1272.829956,153656992,19.6057,0.006067,4.084740293,53.20 ,1225.50 ,20954.34 
2017/3/7,1273.209961,1275.550049,1204.800049,1223.540039,291256000,18.888599,0.006577,4.043466688,53.14 ,1216.10 ,20924.76 
2017/3/8,1223.22998,1232.160034,1148.079956,1150,332603008,16.6513,0.00649,3.852346345,50.28 ,1209.40 ,20855.73 
2017/3/9,1150.349976,1197.459961,1141.22998,1188.48999,212283008,17.7547,0.006534,3.928085637,49.28 ,1203.20 ,20858.19 
2017/3/10,1189.359985,1270.469971,1077.25,1116.719971,563795968,19.3323,0.006227,3.747507526,48.49 ,1201.40 ,20902.98 
2017/3/11,1116.319946,1193.829956,1116.319946,1175.829956,283320000,21.4725,0.006244,3.865894099,48.46 ,1201.97 ,20895.81 
2017/3/12,1176.619995,1226.97998,1175.359985,1221.380005,227176000,23.4377,0.006243,3.973121595,48.43 ,1202.53 ,20888.65 
2017/3/13,1221.780029,1237.369995,1217.030029,1231.920044,380276992,28.592899,0.006391,4.391176272,48.40 ,1203.10 ,20881.48 
2017/3/14,1232.160034,1244.810059,1220.719971,1240,245306000,28.6546,0.006343,4.233613763,47.72 ,1202.60 ,20837.37 
2017/3/15,1240.160034,1251.609985,1239.75,1249.609985,297804992,35.055901,0.006312,4.317155473,48.86 ,1200.70 ,20950.10 
2017/3/16,1251.329956,1257.97998,1152.439941,1187.810059,638568000,46.345798,0.006236,4.368583318,48.75 ,1227.10 ,20934.55 
2017/3/17,1180.160034,1180.160034,1099.569946,1100.22998,706598976,46.827999,0.00613,4.022531401,48.78 ,1230.20 ,20914.62 
2017/3/18,1099.689941,1114.069946,957.655029,973.817993,621302016,34.160198,0.006787,3.987803858,48.59 ,1231.47 ,20911.70 
2017/3/19,976.72998,1069.910034,976.72998,1036.73999,406648000,44.740101,0.006928,3.913204453,48.41 ,1232.73 ,20908.78 
2017/3/20,1037.23999,1063.030029,1036.680054,1054.22998,286529984,43.390202,0.007018,4.001634222,48.22 ,1234.00 ,20905.86 
2017/3/21,1055.359985,1122.430054,1055.359985,1120.540039,337391008,43.1451,0.006914,4.050875649,47.34 ,1246.50 ,20668.01 
2017/3/22,1120.650024,1120.650024,1014.210022,1049.140015,380840992,42.342098,0.007324,3.942225223,48.04 ,1249.70 ,20661.30 
2017/3/23,1050.050049,1058.01001,1028.930054,1038.589966,248540000,43.678398,0.009612,3.979628375,47.70 ,1247.20 ,20656.58 
2017/3/24,1038.449951,1040.469971,934.357971,937.52002,491038016,53.107498,0.010743,4.141264685,47.97 ,1248.50 ,20596.72 
2017/3/25,936.539978,975.760986,903.713013,972.778992,435803008,51.25,0.009137,4.086412135,47.89 ,1250.90 ,20581.47 
2017/3/26,974.015015,1007.960022,954.185974,966.724976,303668000,50.521599,0.009513,4.024872733,47.81 ,1253.30 ,20566.23 
2017/3/27,972.054993,1046.400024,971.984009,1045.77002,372535008,49.666901,0.009435,4.101844673,47.73 ,1255.70 ,20550.98 
2017/3/28,1044.579956,1064.650024,1027.72998,1047.150024,326332000,50.774899,0.009529,4.197909891,48.37 ,1255.60 ,20701.50 
2017/3/29,1046.079956,1055.130005,1015.880005,1039.969971,298457984,53.126099,0.009945,4.255970671,49.51 ,1253.70 ,20659.32 
2017/3/30,1042.209961,1049.290039,1020.039978,1026.430054,352968992,52.205799,0.014072,7.118546736,50.35 ,1248.00 ,20728.49 
2017/3/31,1026.640015,1074.920044,1026.640015,1071.790039,447287008,50.0373,0.020394,7.051257324,50.60 ,1251.20 ,20663.22 
2017/4/1,1071.709961,1091.719971,1061.089966,1080.5,289633984,50.699501,0.022594,7.105950579,50.48 ,1252.13 ,20658.88 
2017/4/2,1080.609985,1107.589966,1075.449951,1102.170044,514187008,48.748699,0.054541,8.011578521,50.36 ,1253.07 ,20654.55 
2017/4/3,1102.949951,1151.73999,1102.949951,1143.810059,580444032,44.3564,0.033204,8.391964061,50.24 ,1254.00 ,20650.21 
2017/4/4,1145.52002,1156.439941,1120.52002,1133.25,436310016,44.641899,0.037085,8.999616648,51.03 ,1258.40 ,20689.24 
2017/4/5,1134.140015,1135.089966,1113.630005,1124.780029,414784000,45.304001,0.035739,11.6189617,51.15 ,1248.50 ,20648.15 
2017/4/6,1125.810059,1188.369995,1125.810059,1182.680054,511222016,43.2421,0.032284,10.70658213,51.70 ,1253.30 ,20662.95 
2017/4/7,1178.939941,1186.579956,1163.390015,1176.900024,317022016,42.162601,0.036571,9.907566312,52.24 ,1257.30 ,20656.10 
2017/4/8,1172.650024,1184.97998,1162.579956,1175.949951,209312000,44.307098,0.035784,10.53153005,52.52 ,1256.17 ,20656.74 
2017/4/9,1176.569946,1197.209961,1171.859985,1187.869995,242343008,43.266998,0.034937,10.43811982,52.80 ,1255.03 ,20657.38 
2017/4/10,1187.300049,1190.339966,1179.040039,1187.130005,215883008,43.4352,0.033786,9.609696115,53.08 ,1253.90 ,20658.02 
2017/4/11,1187.459961,1208.069946,1187.459961,1205.01001,216182000,43.4072,0.033199,9.485081905,53.40 ,1274.20 ,20651.30 
2017/4/12,1204.810059,1207.140015,1196.76001,1200.369995,288702016,46.2873,0.034151,11.44483679,53.11 ,1278.10 ,20591.86 
2017/4/13,1201.02002,1205.890015,1156.439941,1169.280029,351968992,50.219398,0.034256,10.77144385,53.18 ,1288.50 ,20453.25 
2017/4/14,1170.329956,1190.800049,1159.790039,1167.540039,254827008,47.5741,0.033867,11.11447893,53.05 ,1289.35 ,20499.17 
2017/4/15,1167.300049,1188,1164.959961,1172.52002,203559008,49.101501,0.034001,11.27565261,52.92 ,1290.20 ,20545.09 
2017/4/16,1172.609985,1187.219971,1172.609985,1182.939941,183231008,48.718498,0.033424,11.20523846,52.78 ,1291.05 ,20591.00 
2017/4/17,1183.25,1194.900024,1172.650024,1193.910034,253206000,48.3046,0.033701,11.17656918,52.65 ,1291.90 ,20636.92 
2017/4/18,1193.77002,1217.569946,1193.77002,1211.670044,270524000,50.7075,0.033259,10.93377876,52.41 ,1294.10 ,20523.28 
2017/4/19,1212.130005,1215.51001,1205.079956,1210.290039,288060992,48.305302,0.029687,10.29288536,50.44 ,1283.40 ,20404.49 
2017/4/20,1211.079956,1240.790039,1208.410034,1229.079956,315108000,49.672199,0.029851,11.00367075,50.27 ,1283.80 ,20578.71 
2017/4/21,1229.420044,1235.939941,1215.560059,1222.050049,272167008,48.2244,0.032739,11.96491012,49.62 ,1289.10 ,20547.76 
2017/4/22,1222.709961,1235.560059,1208.469971,1231.709961,249320000,48.553001,0.031714,13.86778899,49.49 ,1285.23 ,20619.80 
2017/4/23,1231.920044,1232.199951,1203.939941,1207.209961,258951008,48.4893,0.031088,15.0633655,49.36 ,1281.37 ,20691.85 
2017/4/24,1209.630005,1250.939941,1209.630005,1250.150024,235806000,50.031502,0.03139,14.8972469,49.23 ,1277.50 ,20763.89 
2017/4/25,1250.449951,1267.579956,1249.969971,1265.48999,242556000,49.891201,0.032263,15.1843787,49.56 ,1267.20 ,20996.12 
2017/4/26,1265.98999,1294.829956,1265.930054,1281.079956,329631008,52.720299,0.032754,15.10287664,49.62 ,1264.20 ,20975.09 
2017/4/27,1281.880005,1319.699951,1281.300049,1317.72998,449196992,62.167702,0.034555,14.87690871,48.97 ,1265.90 ,20981.33 
2017/4/28,1317.73999,1331.280029,1292.369995,1316.47998,527488992,70.159203,0.044695,14.54975906,49.33 ,1268.30 ,20940.51 
2017/4/29,1317.839966,1327.199951,1315.209961,1321.790039,422705984,68.3769,0.055114,16.42333989,49.17 ,1264.03 ,20931.49 
2017/4/30,1321.869995,1347.910034,1314.920044,1347.890015,413115008,79.021202,0.051487,16.28221929,49.00 ,1259.77 ,20922.48 
2017/5/1,1348.300049,1434.319946,1348.300049,1421.599976,713624000,76.296997,0.053275,15.89543085,48.84 ,1255.50 ,20913.46 
2017/5/2,1421.030029,1473.900024,1415.689941,1452.819946,477337984,77.263802,0.054064,16.02352679,47.66 ,1257.00 ,20949.89 
2017/5/3,1453.780029,1492.77002,1447.48999,1490.089966,583795968,79.718201,0.060929,21.17268762,47.82 ,1248.50 ,20957.90 
2017/5/4,1490.719971,1608.910034,1490.719971,1537.670044,933548992,96.9814,0.080567,23.36520697,45.52 ,1228.60 ,20951.47 
2017/5/5,1540.869995,1618.030029,1530.310059,1555.449951,946035968,94.398499,0.092864,26.19939625,46.22 ,1226.90 ,21006.94 
2017/5/6,1556.810059,1578.800049,1542.5,1578.800049,582529984,97.813499,0.102521,28.17579896,46.29 ,1226.97 ,21008.72 
2017/5/7,1579.469971,1596.719971,1559.76001,1596.709961,1080029952,94.007301,0.137873,30.19987801,46.36 ,1227.03 ,21010.50 
2017/5/8,1596.920044,1723.349976,1596.920044,1723.349976,1340320000,91.420403,0.201431,28.65602988,46.43 ,1227.10 ,21012.28 
2017/5/9,1723.890015,1833.48999,1716.300049,1755.359985,1167920000,91.162903,0.160441,30.06259064,45.88 ,1216.10 ,20975.78 
2017/5/10,1756.52002,1788.439941,1719.099976,1787.130005,915723008,89.524902,0.187175,32.15007481,47.33 ,1218.90 ,20943.11 
2017/5/11,1780.369995,1873.930054,1755.349976,1848.569946,799489984,89.8797,0.182093,30.35577464,47.83 ,1224.20 ,20919.42 
2017/5/12,1845.76001,1856.150024,1694.01001,1724.23999,740984000,88.655403,0.204731,29.04581717,47.84 ,1227.70 ,20896.61 
2017/5/13,1723.119995,1812.98999,1651.079956,1804.910034,579635008,90.835403,0.214357,28.04984351,48.18 ,1228.47 ,20925.05 
2017/5/14,1800.859985,1831.420044,1776.619995,1808.910034,437196000,90.786499,0.221262,28.63876998,48.51 ,1229.23 ,20953.50 
2017/5/15,1808.439941,1812.800049,1708.540039,1738.430054,731529024,92.414902,0.261789,25.43481705,48.85 ,1230.00 ,20981.94 
2017/5/16,1741.699951,1785.939941,1686.540039,1734.449951,959044992,89.438004,0.339733,23.45749169,48.66 ,1236.40 ,20979.75 
2017/5/17,1726.72998,1864.050049,1661.910034,1839.089966,1064729984,89.860397,0.405379,25.56966936,49.07 ,1258.70 ,20606.93 
2017/5/18,1818.699951,1904.47998,1807.119995,1888.650024,894321024,96.906303,0.363136,28.12199963,49.35 ,1252.80 ,20663.02 
2017/5/19,1897.369995,2004.52002,1890.25,1987.709961,1157289984,129.526993,0.341917,27.35771614,50.33 ,1253.60 ,20804.84 
2017/5/20,1984.23999,2084.72998,1974.920044,2084.72998,961336000,126.521004,0.353756,27.46551568,50.46 ,1256.20 ,20834.84 
2017/5/21,2067.030029,2119.080078,2037.5,2041.199951,1147859968,157.936996,0.338757,26.13360095,50.60 ,1258.80 ,20864.83 
2017/5/22,2043.189941,2303.899902,2017.869995,2173.399902,1942220032,174.261002,0.316974,24.39283054,50.73 ,1261.40 ,20894.83 
2017/5/23,2191.560059,2320.820068,2178.5,2320.419922,1378749952,181.951996,0.332185,31.66182981,51.47 ,1255.50 ,20937.91 
2017/5/24,2321.370117,2523.719971,2321.370117,2443.639893,1725379968,190.046005,0.303762,34.86116225,51.36 ,1253.10 ,21012.42 
2017/5/25,2446.23999,2763.709961,2285.300049,2304.97998,2406700032,174.445999,0.250816,28.712406,48.90 ,1256.40 ,21082.95 
2017/5/26,2320.889893,2573.790039,2071.98999,2202.419922,1763480064,160.403,0.271538,24.0331527,49.80 ,1268.10 ,21080.28 
2017/5/27,2196.27002,2260.199951,1855.829956,2038.869995,1700480000,157.757996,0.213315,23.47597559,49.87 ,1267.30 ,21067.58 
2017/5/28,2054.080078,2267.340088,2054.080078,2155.800049,1147139968,170.511002,0.231631,23.97925576,49.94 ,1266.50 ,21054.88 
2017/5/29,2159.429932,2307.050049,2107.169922,2255.610107,994625024,194.908997,0.230942,25.8742023,49.97 ,1265.70 ,21042.17 
2017/5/30,2255.360107,2301.959961,2124.570068,2175.469971,1443970048,231.910995,0.205543,23.99421439,49.66 ,1265.70 ,21029.47 
2017/5/31,2187.189941,2311.080078,2145.570068,2286.409912,1544829952,230.669006,0.247677,24.99562507,48.32 ,1275.40 ,21008.65 
2017/6/1,2288.330078,2448.389893,2288.330078,2407.879883,1653180032,222.238998,0.333491,27.94343084,48.36 ,1270.10 ,21144.18 
2017/6/2,2404.030029,2488.550049,2373.320068,2488.550049,1317030016,223.774994,0.304602,28.61918393,47.66 ,1280.20 ,21206.29 
2017/6/3,2493.719971,2581.909912,2423.570068,2515.350098,1514950016,224.376007,0.282311,27.48563662,47.57 ,1281.03 ,21198.87 
2017/6/4,2547.790039,2585.889893,2452.540039,2511.810059,1355120000,245.332001,0.297987,27.69338744,47.49 ,1281.87 ,21191.46 
2017/6/5,2512.399902,2686.810059,2510.219971,2686.810059,1369309952,248.464005,0.294139,30.51857791,47.40 ,1282.70 ,21184.04 
2017/6/6,2690.840088,2999.909912,2690.840088,2863.199951,2089609984,264.466003,0.285504,30.64884723,48.19 ,1297.50 ,21136.23 
2017/6/7,2869.379883,2869.379883,2700.560059,2732.159912,1517709952,258.071014,0.282413,28.48473627,45.72 ,1293.20 ,21173.69 
2017/6/8,2720.48999,2815.300049,2670.949951,2805.620117,1281170048,261.665985,0.289515,30.22377481,45.64 ,1279.50 ,21182.53 
2017/6/9,2807.439941,2901.709961,2795.620117,2823.810059,1348950016,281.737,0.286557,29.56985003,45.83 ,1271.40 ,21271.97 
2017/6/10,2828.139893,2950.98999,2746.550049,2947.709961,2018889984,337.667999,0.261162,30.04467211,45.91 ,1270.57 ,21259.87 
2017/6/11,2942.409912,2996.600098,2840.530029,2958.110107,1752400000,340.609009,0.272619,33.39553174,46.00 ,1269.73 ,21247.77 
2017/6/12,2953.219971,2997.26001,2518.560059,2659.629883,2569530112,401.48999,0.254826,29.02408272,46.08 ,1268.90 ,21235.67 
2017/6/13,2680.909912,2789.040039,2650.379883,2717.02002,1781200000,397.536987,0.266639,30.13446706,46.46 ,1268.60 ,21328.47 
2017/6/14,2716.879883,2786.830078,2412.939941,2506.370117,1696560000,359.053009,0.277881,30.16963301,44.73 ,1275.90 ,21374.56 
2017/6/15,2499.580078,2534.709961,2212.959961,2464.580078,2026259968,361.933014,0.258172,29.99161907,44.46 ,1254.60 ,21359.90 
2017/6/16,2469.570068,2539.919922,2385.149902,2518.560059,1195190016,370.22699,0.262451,35.25251283,44.74 ,1256.50 ,21384.28 
2017/6/17,2514.01001,2685.189941,2484.959961,2655.879883,1534509952,379.414001,0.26828,47.75425397,44.56 ,1253.23 ,21432.52 
2017/6/18,2655.350098,2662.100098,2516.330078,2548.290039,1178659968,371.458008,0.284225,46.26067119,44.38 ,1249.97 ,21480.75 
2017/6/19,2549.030029,2662.850098,2549.030029,2589.600098,1446840064,370.056,0.290239,49.97706304,44.20 ,1246.70 ,21528.99 
2017/6/20,2591.26001,2763.449951,2589.820068,2721.790039,1854189952,359.005005,0.325172,48.04147429,43.23 ,1243.50 ,21467.14 
2017/6/21,2709.429932,2772.01001,2660.399902,2689.100098,1626579968,336.872009,0.292925,47.64519341,42.53 ,1245.80 ,21410.03 
2017/6/22,2691.030029,2723.73999,2642.360107,2705.409912,1097939968,336.371002,0.299346,47.87609892,42.74 ,1249.40 ,21397.29 
2017/6/23,2707.340088,2765.169922,2706.370117,2744.909912,961318976,341.739014,0.320574,47.95754866,43.01 ,1256.40 ,21394.76 
2017/6/24,2738.52002,2757.939941,2583.189941,2608.719971,982750016,323.696014,0.310808,44.67763185,43.13 ,1253.07 ,21399.69 
2017/6/25,2607.25,2682.26001,2552.120117,2589.409912,1161100032,303.247986,0.298092,44.72055623,43.26 ,1249.73 ,21404.62 
2017/6/26,2590.570068,2615.25,2376.290039,2478.449951,1663280000,272.691986,0.275927,40.96865144,43.38 ,1246.40 ,21409.55 
2017/6/27,2478.449951,2552.449951,2332.98999,2552.449951,1489789952,293.088013,0.27538,40.14372044,44.24 ,1246.90 ,21310.66 
2017/6/28,2553.030029,2603.97998,2484.419922,2574.790039,1183869952,327.927002,0.2809,42.64025766,44.74 ,1249.10 ,21454.61 
